Skills,Recommendee_ID,Average_Skill_Similarity
['Flight test management'],896,0.9544865489006042
['Biotechnology and Pharmaceutical'],897,0.9470391869544983
"['account management, ad, analyst, application development, ASM, agency, audit reports, auditing, backup, budgets, c, Capability Maturity Model,']",898,0.8806963562965393
"['Human Resources, Scheduling and Payroll']",899,0.9120829105377197
"['analyst, Banking, Benefits, Cashier, CD, coach, coaching, com, credit, clients, Customer Service, debit, email, Issue receipts, legal, meetings,']",9,0.868864893913269
"['ABRA, academic, Benefits, benefits administration, billing, bi, Ceridian, conflict resolution, Crystal Reports, HRIS, Human Resources, HR,']",90,0.8808467984199524
['Highlights'],900,0.9582147002220154
"['Active Directory, Active Directory, Application Development, budget, Business Management and Development, business operations, business']",901,0.8764165639877319
"['ATM, banking, benefits, Cash handling, counseling, Client, clients, delivery, financial, insurance, investments, notes, meetings, mental health,']",902,0.8723933100700378
['Troubleshooting'],903,0.9298810958862305
['BUSINESS ADMINISTRATOR'],904,0.9062684178352356
"['administrative duties, Adobe Acrobat, Schedule appointments, asset management, agency, attorney, balance, Basic, billing, billing system, Cashier,']",905,0.8858106136322021
['Computer skills'],906,0.9606236815452576
"['streamline, budget, interpersonal skills, Computer-literate, contracts, CPR, notes, managing, meetings, Mental Health, organizational skills,']",907,0.8789094090461731
,908,0.0
"['Accounting, Accounts Payable, accruals, AP, AS400, automotive, trial balance, balance sheets, Bank Reconciliations, benefits, budget,']",909,0.8935317397117615
['Staff Recruitment & Retention'],91,0.0
['Sales Software: Showare'],910,0.0
"['Chinese, Conferences, Clients, English, Meetings, Access, Excel, Microsoft Office, PowerPoint, Word, Business Presentations, Progress, Quality,']",911,0.8703501224517822
['Customer Satisfaction'],912,0.9363670945167542
"['Air Force, attorney, backup, balance, billing, budget, business operations, interpersonal, competitive, CRM, Client, clients, dictation, disaster']",913,0.8840065002441406
"['Art, balance, Coach, Coaching, Council, Counseling, Client, Clients, Harvard, instructor, Listening, Director, materials, Lisa, profit, protocols,']",914,0.8699370622634888
"['accounting systems, Active Directory, Cables, CD, change management, hardware, critical thinking, Client, Customer Service, customer support,']",915,0.8713379502296448
['Communication'],916,0.9599529504776001
"['Database, Faxing, Filing, general office duties, Internet Explorer, Excel, mail, office, Outlook, Power point, Microsoft Word, repairs,']",917,0.8584283590316772
"['Qa, Offshore, Annuities, Testing, Team Lead, Database, Qa Validation, Sdlc, Metrics, Project Planning, Qa Test, Qa Testing, Benefits, Excel,']",918,0.8813220858573914
"['streamline, balance, budgets, Business Process Improvement, change management, competitive, continuous improvement, contracts, cost']",919,0.8731458187103271
['Superior attention to detail'],92,0.9179039597511292
"['Streamline Processes, Business Objects, Cognos, Crystal Reports, Customer Service, Data Analysis, Databases, Financial Invoicing, Managing,']",920,0.8800272345542908
['Issue resolution'],921,0.0
['Typing (Greater then 40 words a minute)'],922,0.8949063420295715
,923,0.0
"['Communication, Safety, AutoCAD, Customer Service, Database, Quality, Research and Design, SAP, Root Cause Failure Modes and Effects']",924,0.8740532398223877
"['Administrative, Customer Service, Data Entry, Event Coordination, Merchandising,Â  Networking,Â  Reporting, Scheduling, Travel Arrangements']",925,0.8707886338233948
['Strong Work Ethnic'],926,0.9566869735717773
"['basic, benefits, cash receipts, counseling, credit, client, customer service, staff training, financial, firing, hiring, inventory, leadership, materials,']",927,0.8617559671401978
"['anti-virus, backup, cabling, Cisco, hardware, contracts, client, clients, database, disaster recovery planning, disaster recovery, email, ERP,']",928,0.8587115406990051
"['Accounting, accounts payable, accounts receivable, administrative, A/P, approach, balance sheet, bank reconciliation, budgets, cash flow,']",929,0.8571664690971375
"['ADA, art, benefits, benefits administration, biotechnology, Branding, budget, change management, contract negotiations, contract negotiation,']",93,0.8827686905860901
"['approach, automation, balance, catalog, Coach, Coaching, conflict resolution, corporate training, creativity, client, direction, Educator, forms,']",930,0.8724779486656189
['Customer service'],931,0.9511308073997498
"['accounting, approach, agency, backup, BUSINESS MANAGEMENT, Call Center, coaching, Competitive, contracts, cost control, clientele,']",932,0.8871211409568787
"['PeopleSoft, Microsoft Office Suite, ADP, and SAPÂ']",933,0.8943211436271667
['Licensed Notary'],934,0.9388012886047363
"['benchmarking, benefits, bi, cost reduction, documentation, engineer, executive coaching, senior management, financial, FSA, HR, insurance,']",935,0.8720319271087646
"['Patient-focused care,']",936,0.936190128326416
"['Microsoft Office Suite, Microsoft Excel, Microsoft Word, Microsoft Outlook,Microsoft PowerPoint, Windows, PeopleSoft, Visual/Content']",937,0.8683745861053467
"['administrative, Army, auditing, benefits, billing, billing system, Cable, contracts, credit, client, clients, customer']",938,0.868132472038269
['Excellent attention to detail'],939,0.9150499105453491
"['I am confident in my ability to navigate computers, communicate effectively, value teamwork, respect all members of the healthcare team, value all']",94,0.8593555688858032
"['streamline, Army, Hardware, CTC, documentation, Functional, Hydraulics, instruction, Instructor, Logistics, materials, monitors, organizational,']",940,0.8723137378692627
"['Active Learning, Calendaring, Computer Proficiency, Coordination, Creative Problem Solving, Critical Thinking, Customer Needs Assessment,']",941,0.8660145998001099
"['Training, Recruiting, Sales, Sales Goals, Cpr, Therapeutic, Teaching, And Sell, Assistant Director, Basis, Writing Skills, Audits, Budgets, Financial']",942,0.8793864846229553
['SHRM - HR Generalist Certificate'],943,0.9301276803016663
"['Microsoft Office, public speaking, proficient in Spanish']",944,0.0
['Type 50 wpm and 10-Key by touch'],945,0.9023903012275696
"['army, automotive, basic, cash register, com, contracts, delivery, electronics, hand tools, mark, weapons, oct, receiving, sales, Troubleshoot']",946,0.8838563561439514
"['Banking, Closing, clients, Employee Relations, financial, forecasting, hiring, HRIS, HR, Leadership, Legal, letters, Mailing, Managerial, Managing,']",947,0.8690330982208252
"['banking, strong interpersonal skills, cooking, credit, client, excellent customer service, customer service, direction, fast, features, inventory,']",948,0.8598495721817017
"['A+, A+ certification, active directory, CCNA, Cisco Certified Network Associate, hardware, consultation, client, DHCP, e-mail, fax machines,']",949,0.8656353950500488
['Great People SkillsÂ'],95,0.9558567404747009
"['Account Management, accounts payable, accounts receivable, administrative, ADP, A/P, Bank Reconciliation, Basic, Billing, Closing, CMS,']",950,0.8733734488487244
"['Active Directory, administrative support, Adobe Acrobat, Architect, backup, budget, Client/Server, hardware, Concept, Client, clients, client']",951,0.8594081997871399
"['account reconciliation, Accounting, accounting systems, A/P, Agency, auditing, balance, banking, billing, budgets, budget, coaching, hardware,']",952,0.8692401647567749
"['Accounting, A/P, auditing, balance sheet, Bank Reconciliations, billing, budget, business operations, business processes, contracts, clients, decision']",953,0.877609133720398
['Organized'],954,0.9694332480430603
['Credit Analysis'],955,0.9659610986709595
"['accounting, Accounts Receivable, Budget Management, budget, Business Administration, contracts, credit, Customer Service, staff training,']",956,0.8811039328575134
['Operations Management'],957,0.9559106826782227
"['Adobe, Photoshop, balance, conferences, client, clients, Instructing, marketing, Excel, Microsoft Word, Strong organizational skills, program']",958,0.8650919198989868
"['Administrative, Banking, closing, commercial loans, commercial lending, conferences, Credit, credit risk, client, customer service, delivery,']",959,0.8769449591636658
"['4D, Active Directory, Adobe Products, Apple, Automation, backup, Broadcast, budget planning, Computer Technician, Hardware installation']",96,0.8730430006980896
['40- Hour Current OSHA 29 CFR 1910.120 Hazardous'],960,0.9076201915740967
"['Counseling Skills: Eclectic Theoretical Approach- Client Centered Therapy, Gestalt Therapy, DBT- Dialectical Behavior Therapy, CBT-']",961,0.8645734190940857
"['Proficiency with personal computers and pertinent mainframe systems and software packages, including MS Office Suite, AML/OFAC']",962,0.8669557571411133
['Career minded personality with expertise in sales and management.Â  Strong communication and customer service skills. Experience in creating a'],963,0.867197573184967
['Public Safety'],964,0.9711132049560547
['Healthcare:'],965,0.9666945338249207
"['10 key, adding machine, approach, agency, banking, basic, bonds, case management, cash handling, clerical, conflict resolution, Copying,']",966,0.8871876001358032
['Electronic Medical Database'],967,0.9454087615013123
['AdvancedÂ Eloqua product knowledge and experience'],968,0.9224237203598022
"['accounts payable, accounts receivable, accounts receivables, Administrative, advertising, attorney, balance, credit, client, clients, Customer']",969,0.8576685190200806
"['Aviation, General Aviation, Instructor, Training, Operations, Maintenance, Aircraft Maintenance, Aviation Administration, Aviation Maintenance,']",97,0.8591068983078003
"['administrative, banking, call center, coach, coaching, credit, clients, customer satisfaction, customer service, database, detail-oriented, fast,']",970,0.8595647811889648
['Leadership'],971,0.9555685520172119
"['AbilityÂ to operate forklifts, backhoes, electric palette jacks, and other heavy machinery.']",972,0.8614267110824585
['75'],973,0.9809510707855225
,974,0.0
"['Sales Center, AX, SHOES, CRM, SharePoint, Catalog Management, Outlook, Excel, Power Point, Word, Lockheed Martin Procure To Pay,']",975,0.8801031708717346
"['account reconciliation, accounting, accounts receivable, go live, streamline, ADP, AS400, BA, balance sheet, billing, budget preparation, budget,']",976,0.886333703994751
['Excel spreadsheets'],977,0.9529706835746765
"['Academic, photo, Agency, ATM, c, computer applications, credit, critical thinking, customer services, Database, debit, decision making, detail']",978,0.8762871026992798
"['apple, Art, book, Oral, concept, conflict resolution, CPR, creativity, Designing, direction, Documentation, First Aid, Flash, fundraising, drawing,']",979,0.8672225475311279
"['accounting, accounts payable, accounts receivable, Attention to detail, benefits, Budget development, budgets, Strong interpersonal skills, contract']",98,0.8671532273292542
"['Accounting, accounting software, Auditing, Banking, bonds, Budget management, Budgeting, Cash flow, cash management, Credit, Derivatives,']",980,0.8860582709312439
"['administrative, ADP, backup, Benefits, counseling, client, customer support, Documentation, forms, HRIS, human resource, Human Resources,']",981,0.8633813261985779
['Microsoft Office Programs'],982,0.9544453620910645
['Project management'],983,0.9666537642478943
"['administrative, Basic, budget, CPT, dependable, documentation, fast, forms, funds, ICD-10, Team Leader, medical assistance, Works,']",984,0.8962567448616028
"['Accounting, ads, advertising, analytical skills, benefits, billing, budgeting, clients, Customer Service, data analysis, delivery, documentation,']",985,0.8701821565628052
"['academic, Basic, Bi, Cash Deposits, closing, CPR, Customer Service, First Aid, FUTURES, http, Japanese, Leadership, Director, Navy,']",986,0.8875129222869873
,987,0.0
"['Active Directory, DHCP, DNS, WINS, GPO, backups, budgeting,Â  Citrix, XenApp, VMware, Hyper V, Dynamic CRM, DynamicÂ  GP,']",988,0.8749096393585205
['Critical Thinking'],989,0.9607601165771484
"['Account reconciliation, Accounting, accounting software, Accounts payable, Accounts receivable, accounts receivable, administrative, approach,']",99,0.8686625361442566
"['API, approach, attention to detail, basic, color, hardware, content, conversion, data analysis, documentation, downstream, drivers, film,']",990,0.8551453351974487
"['Compensation, Sales, Balance Sheet, General Ledger, Audit, National Sales, Account Executive, Accountant, Executive Compensation,']",991,0.8711016178131104
"['Operating a Air Separation Unit to produce FDA quality Oxygen, Nitrogen, and Argon liquids.']",992,0.8816372752189636
"['Benefits, budgets, business planning, monthly, quarterly billing, flow charts, conflict resolution, database, documentation, hiring, HR generalist,']",993,0.8788713216781616
,994,0.0
"['administrative, advertising, arts, budgeting, coaching, customer service, training employees, special events, financial, food safety, hiring, instruction,']",995,0.8634697198867798
['Performance Evaluations'],996,0.9564986824989319
"['Active Directory, Azure,']",997,0.9382860064506531
,998,0.0
"['IP networking protocols :TCP/IP,UDP,HTTP/S,DHCP,DNS,STP,HSRP,ISIS,RIP,OSPF,MPLS,FTP,SMTP,IPSec,VLAN,VPN']",999,0.8191648125648499
